invoice_number,voucher_number,voucher_type,invoice_date,due_date,financial_year,payment_status,payment_mode,credit_period,debit_amount,credit_amount,outstanding_balance,gst_number,gst_type,state,tax_amount,discount_,currency,hospital_name,hospital_type,doctor_name,doctor_specialty,surgeon_id,hospital_gst,city,territory,sales_executive,distributor_name,branch,product_name,product_category,implant_type,batch_number,lot_number,udi_code,serial_number,sterilization_status,expiry_date,manufacturing_date,quantity,unit,rate,mrp,surgery_type,implant_material,brand,warehouse,dispatch_date,delivery_status,courier_partner,stock_availability,reorder_level,inventory_balance,return_status,narration,export_note,primary_key
INV/1211,VCH1211,Receipt,2024-08-23,2024-09-07,2024-25,Paid,Cash,15,1984.5,1984.5,1488.38,27AAACT1234F1Z5,GST,Maharashtra,94.5,0,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,29LMNOP9012Q1Z3,Surat,South,A. Verma,Trauma Supplies LLP,CENTRAL 1,Knee Prosthesis,Joint Replacement,Prosthesis,B5091-A,L11861,UDI-640358-A,SN611215,Sterile,45892,2024/04/25,1 PCS,Box,1890,2173.5,Arthroplasty,Cobalt Chrome,OSM,Nagpur WH,45528,Delivered,Professional Couriers,Low Stock,25,0,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Alias master matched,bcc19f7f3165ada1b09de28bbfaee379
INV/1211,VCH1211,Receipt,2024-08-23,2024-09-22,2024-25,Partially Paid,Bank Transfer,60,76664.0,76664.0,0.0,24BBBCD2345G1Z2,IGST,Maharashtra,8214.0,0.07,INR,Apex Hospital,Multi-Specialty Hospital,Dr A. Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Thane,South,S. Joshi,Ortho Distributors Pvt Ltd,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B6259-C,L19810,UDI-713194-C,SN859568,STERILE,13-08-2026,45467,4 PCS,pcs,18500,22200,Fracture Fixation,Stainless Steel,SpinePro,Nagpur WH,23-08-2024,Hold,Professional Couriers,Reserved,20,5,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Text numeric field,97022130e6b07f7567c9b0e3047a4a8a
INV/1211,VCH1211,Sales Return,2024-08-23,2024-09-22,2024-25,Adjusted,Bank Transfer,30,24570.0,24570.0,12285.0,24BBBCD2345G1Z2,GST,Maharashtra,1170.0,2.5,INR,Apex Hospital,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Mumbai,West-1,Rahul Mehta,Ortho Distributors Pvt Ltd,South-1,Knee Prosthesis,Joint Replacement,Prosthesis,B9914-B,L25541,UDI-613810-B,SN436168,Non-Sterile,14-02-2026,25-04-2024,2,Box,12000,14400.00,Arthroplasty,Cobalt Chrome,BoneLock,Mumbai WH,2024/08/23,Hold,Blue Dart,Reorder,5,30,Yes,Freight included; round-off applied,Name variation retained,de69ef222a865d49c6f6dddc32aca630
inv/1212,VCH1212,Sales,2024-09-26,2024-11-10,2024-25,Partially Paid,Cheque,60,4779.0,4779.0,4779.0,27AAACT1234F1Z5,CGST/SGST,Maharashtra,729.0,10,INR,trauma one,Trauma Center,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,Central 1,Amit Verma,Ortho Distributors Pvt Ltd,South-1,Spinal Rod,Spinal Implant,Rod,B1290-A,L60669,UDI-691426-B,SN480480,Sterile,2025/09/26,29-05-2024,1,Box,4500.00,"4,950.00",Spine Stabilization,Titanium Alloy,TraumaFix,Ahmedabad WH,28 Sep 2024,Delivered,Delhivery,In Stock,20,0,No,Approved by store; udi matched,Unicode NBSP present,e5db016cd29946f0fbbff6e9db1220e2
INV/1212,VCH1212,Purchase,2024-09-26,2024-11-25,2024-25,Adjusted,NEFT,15,19647.0,19647.0,9823.5,27AAACT1234F1Z5,GST,Karnataka,2997.0,7.5%,Rs.,Spine and Joint Institute,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Ahmedabad,West-1,Rahul Mehta,Trauma Supplies,WEST 1,External Fixator,Trauma Fixation,Fixator,B3124-A,L44560,UDI-322028-C,SN336953,Non-Sterile,15-03-2027,27 Aug 2024,4 PCS,pcs,"₹4,500.00",4950.00,Trauma Stabilization,Aluminium,TraumaFix,Pune Main,26 Sep 2024,Delivered,DTDC,Low Stock,5,30,Yes,Credit note adjustment for return batch,Trailing space preserved,9a6cc02d60858a4e229832cfa515485c
INV/1212,VCH1212,Purchase,2024-09-26,2024-11-10,2024-25,Partially Paid,RTGS,30,20178.0,20178.0,20178.0,24BBBCD2345G1Z2,IGST,Gujarat,3078.0,5 %,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Surat,WEST 1,Amit Verma,Ortho Distributors Pvt Ltd,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B7876-C,L97184,UDI-425568-B,SN185158,STERILE,26 Sep 2025,29 May 2024,4,BOX,4500,5400.00,Arthroplasty,Cobalt Chrome,JointMax,Pune WH,29 Sep 2024,Delivered,Delhivery,Low Stock,10,15,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle, ref=""INV/1212""",Text numeric field,d5fd0a371395bf7494cc8a67dc7f8369
INV/1212,VCH1212,Sales,2024-09-26,2024-11-25,2024-25,Pending,Cash,30,109150.0,109150.0,109150.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,16650.0,0.07,INR,City Medisurg,Multi-Specialty Hospital,DR. P. NAIR,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Surat,Central,Sneha Joshi,Trauma Supplies,W1,Spinal Rod,Spinal Implant,Rod,B6238-A,L52180,UDI-160511-B,SN291055,Sterile,45926,2024/07/28,4,BOX,"₹25,000.00",30000.00,Spine Stabilization,Titanium Alloy,TraumaFix,Pune WH,45562,In Transit,Professional Couriers,In Stock,5,8,nan,Exported from Tally	with master alias,Trailing space preserved,ffddcdf12b8b0f724d92bf3b10ecc2c7
INV/1213,VCH1213,Sales Return,2024-08-06,2024-09-20,2024-25,Adjusted,RTGS,45,8977.5,8977.5,8977.5,29CCCDD3456H1Z3,CGST+SGST,Gujarat,427.5,0.05,INR,apex hospital,Multi-Specialty Hospital,dr rajesh kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Thane,South,Sneha Joshi,ORTHO DISTRIBUTORS,WEST 1,Locking Plate,Orthopedic Implant,Plate,B1787-A,L97243,UDI-657876-B,SN438344,Non-Sterile,2027/01/23,45390,2,PCS,"₹4,500.00",5400,Open Reduction,Titanium,OSM,Nagpur WH,07 Aug 2024,Delivered,Delhivery,In Stock,5,3,Yes,Dispatch against PO; follow-up due on next cycle,Name variation retained,e9a88a0861776ff74cb5e360fc478b1d
inv/1213,VCH1213,Sales Return,2024-08-06,2024-10-05,2024-25,Pending,Bank Transfer,30,65520.0,65520.0,0.0,27AAACT1234F1Z5,CGST/SGST,Karnataka,7020.0,2.5 %,INR,APEX HOSPITAL,Multi-Specialty Hospital,Dr Rajesh Kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Thane,West,Sneha Joshi,ORTHO DISTRIBUTORS,Central-1,Cancellous Screw,Orthopedic Implant,Screw,B7324-B,L64420,UDI-411987-B,SN981996,Sterile,28-01-2026,2024/04/08,5,PCS,"12,000.00",14400.00,Fracture Fixation,Stainless Steel,OrthoFlex,Ahmedabad WH,45513,Hold,Blue Dart,Low Stock,5,8,nan,"Invoice for orthopedic implants, includes ""plate, screw"" bundle, ref=""INV/1213""",Unicode NBSP present,86570cb232dd62b415a1b0d114b968ad
INV/1213,VCH1213,Sales,2024-08-06,2024-08-21,2024-25,Adjusted,RTGS,15,224000.0,224000.0,0.0,24BBBCD2345G1Z2,IGST,Gujarat,24000.0,0.00,Rs.,Ortho Care Center,Orthopedic Clinic,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Pune,South,Rahul Mehta,Trauma Supplies,W1,Knee Prosthesis,Joint Replacement,Prosthesis,B7431-B,L70399,UDI-708955-C,SN670556,Sterile,2026/07/27,2024/06/07,8,BOX,25000,"28,750.00",Arthroplasty,Cobalt Chrome,BoneLock,Pune WH,2024/08/06,Delivered,TCS,Reserved,20,8,Yes,Credit note adjustment for return batch	tabbed-remark,Alias master matched,6c0c466a802c0d788fec4d1abb9fb140
INV/1213,VCH1213,Sales,2024-08-06,2024-09-20,2024-25,Adjusted,Bank Transfer,45,3810.24,3810.24,2857.68,27AAACT1234F1Z5,GST,Maharashtra,408.24,10%,₹,spine & joint institute,Orthopedic Clinic,DR A. SHARMA,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Ahmedabad,South-1,R. Mehta,Trauma Supplies,S-1,Bone Drill Set,Surgical Instrument,Instrument,B6294-C,L74257,UDI-235943-C,SN673356,Sterile,23-01-2027,08-05-2024,2,PCS,"1,890.00",2079.00,Surgical Prep,Steel,SpinePro,Pune WH,45510,Delivered,Blue Dart,Reorder,5,0,Yes,"Revised invoice after doctor change,
please verify branch mapping",Name variation retained,41e51690abeea410c15ae1b3e10978c9
INV/1214,VCH1214,Payment,2025-10-16,2025-12-15,2025-26,Paid,Cheque,30,10080.0,10080.0,7560.0,27AAACT1234F1Z5,CGST/SGST,Karnataka,1080.0,10%,₹,CITY MEDISURG PVT. LTD.,Multi-Specialty Hospital,dr. anil sharma,Orthopedic Surgeon,SURG-001,29LMNOP9012Q1Z3,Surat,West,Rahul Mehta,ORTHO DISTRIBUTORS,W1,External Fixator,Trauma Fixation,Fixator,B7888-B,L87927,UDI-772923-C,SN813485,Sterile,46311,18 Jul 2025,8,BOX,"1,250.00",1437.50,Trauma Stabilization,Aluminium,TraumaFix,Mumbai WH-2,18 Oct 2025,Delivered,Delhivery,In Stock,5,5,nan,Approved by store; udi matched,Unicode NBSP present,c0d4b58fbeea197289db2ccd2d04c7eb
INV/1214,VCH1214,Sales,2025-10-16,2025-12-15,2025-26,Paid,cash,30,38829.38,38829.38,19414.69,24BBBCD2345G1Z2,CGST/SGST,Gujarat,5923.12,0.03,Rs.,apex hospital,Multi-Specialty Hospital,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Mumbai,WEST 1,R. Mehta,Trauma Supplies LLP,West-1,Cancellous Screw,Orthopedic Implant,Screw,B8834-C,L83881,UDI-236906-B,SN127704,STERILE,06 Oct 2027,2025/07/18,5,BOX,"6,750.00",7762.50,Fracture Fixation,Stainless Steel,OrthoFlex,Nagpur WH,2025/10/17,Delivered,Delhivery,Reorder,5,3,Pending,Approved by store; udi matched,Unicode NBSP present,7b569dc6ec6be6999c16493181845f26
INV/1214,VCH1214,Receipt,2025-10-16,2025-12-15,2025-26,Paid,cash,15,30267.0,30267.0,0.0,27AAACT1234F1Z5,GST,Gujarat,4617.0,5,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Mumbai,WEST 1,Sneha Joshi,ORTHO DISTRIBUTORS,South-1,External Fixator,Trauma Fixation,Fixator,B3320-A,L76530,UDI-771308-A,SN183213,Sterile,09 Apr 2027,2025/06/18,4,Pieces,6750,"8,100.00",Trauma Stabilization,Aluminium,JointMax,Ahmedabad WH,16 Oct 2025,Partially Delivered,TCS,Low Stock,20,3,Pending,Freight included; round-off applied	tabbed-remark,Unicode NBSP present,f777103bba8256c3f2de262739dd1803
INV/1215,VCH1215,Sales,2025-01-23,2025-02-07,2024-25,Paid,NEFT,30,8505.0,8505.0,0.0,27AAACT1234F1Z5,IGST,Karnataka,405.0,0.10,INR,APEX HOSPITAL,Multi-Specialty Hospital,dr p nair,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Thane,WEST 1,Amit Verma,Trauma Supplies LLP,S-1,Locking Plate,Orthopedic Implant,Plate,B3562-C,L34366,UDI-698025-B,SN949925,Sterile,17 Jul 2026,25 Oct 2024,2,PCS,"₹4,500.00","₹4,950.00",Open Reduction,Titanium,JointMax,Ahmedabad WH,45683,Hold,DTDC,Reserved,20,5,No,Approved by store; udi matched,Alias master matched,347c9865b64b31576664503566a9f101
INV/1215,VCH1215,Receipt,2025-01-23,2025-02-07,2024-25,Partially Paid,RTGS,60,24192.0,24192.0,18144.0,29CCCDD3456H1Z3,IGST,Karnataka,2592.0,10,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Surat,West-1,A. Verma,ORTHO DISTRIBUTORS,South-1,Knee Prosthesis,Joint Replacement,Prosthesis,B4892-A,L53590,UDI-462421-B,SN504552,Non-Sterile,12 Jul 2027,24 Dec 2024,10,Box,2400,2760.00,Arthroplasty,Cobalt Chrome,TraumaFix,Nagpur WH,2025/01/23,In Transit,Blue Dart,Reserved,20,0,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Unicode NBSP present,1af7835a3438d3ef3d2fc427576f4f44
INV/1215,VCH1215,Sales,2025-01-23,2025-03-24,2024-25,Pending,UPI,60,5040.0,5040.0,3780.0,24BBBCD2345G1Z2,CGST+SGST,Gujarat,540.0,0,INR,Spine & Joint Institute,Orthopedic Clinic,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Ahmedabad,West-1,Rahul Mehta,Trauma Supplies,S-1,Spinal Rod,Spinal Implant,Rod,B3549-A,L47851,UDI-449804-A,SN571644,STERILE,23 Jan 2026,24-11-2024,1,Box,"₹4,500.00","5,400.00",Spine Stabilization,Titanium Alloy,OrthoFlex,Ahmedabad WH,45683,Delivered,Delhivery,In Stock,25,5,nan,Approved by store; udi matched,Unicode NBSP present,678f7d5238c6a018466fe9e6cd878e91
INV/1215,VCH1215,Payment,2025-01-23,2025-02-07,2024-25,Partially Paid,UPI,45,23940.0,23940.0,23940.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,2565.0,5,INR,Trauma One,Trauma Center,dr nisha patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Nagpur,West,Rahul Mehta,Ortho Distributors,WEST 1,Spinal Rod,Spinal Implant,Rod,B9856-B,L52642,UDI-674748-A,SN127043,Sterile,12 Jul 2027,2024/09/25,5 PCS,Box,4500.00,5175,Spine Stabilization,Titanium Alloy,SpinePro,Nagpur WH,25-01-2025,Hold,Delhivery,Reserved,20,20,nan,Freight included; round-off applied,Unicode NBSP present,29fd18cb54e3e64f50b7f928b2182b2e
INV/1216,VCH1216,Sales Return,2025-04-27,2025-06-11,2025-26,Paid,Cheque,45,5320.0,5320.0,3990.0,24BBBCD2345G1Z2,GST,Maharashtra,570.0,5%,Rs.,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Mumbai,Central,Rahul Mehta,Ortho Distributors Pvt Ltd,S-1,Bone Drill Set,Surgical Instrument,Instrument,B1608-C,L60387,UDI-525866-C,SN753231,STERILE,27 Apr 2026,2025/03/28,4,Pieces,1250,"1,437.50",Surgical Prep,Steel,JointMax,Mumbai WH-2,27-04-2025,Delivered,Blue Dart,In Stock,25,20,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,b109b3dcc55cbeec33c7234c298ba8e0
INV/1216,VCH1216,Purchase,2025-04-27,2025-05-27,2025-26,Partially Paid,NEFT,45,16800.0,16800.0,8400.0,27AAACT1234F1Z5,GST,Maharashtra,1800.0,0,INR,Ortho Care Centre,Orthopedic Clinic,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Pune,WEST 1,Rahul Mehta,Ortho Distributors Pvt Ltd,West-1,Locking Plate,Orthopedic Implant,Plate,B9224-B,L37624,UDI-153403-C,SN707701,STERILE,14 Oct 2027,27 Jan 2025,12,PCS,1250,"1,500.00",Open Reduction,Titanium,SpinePro,Pune Main,45774,In Transit,Professional Couriers,In Stock,25,8,Pending,Approved by store; udi matched,Text numeric field,072fec270ff5880d8354274349aa4b02
INV/1216,VCH1216,Payment,2025-04-27,2025-06-11,2025-26,Adjusted,Cash,45,100800.0,100800.0,0.0,24BBBCD2345G1Z2,CGST+SGST,Maharashtra,10800.0,0.10,INR,Apex Hospital,Multi-Specialty Hospital,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Thane,Central,Rahul Mehta,Ortho Distributors Pvt Ltd,WEST 1,External Fixator,Trauma Fixation,Fixator,B7269-A,L44741,UDI-138611-B,SN280868,Non-Sterile,46139,2025/03/28,4,Pieces,25000.00,"28,750.00",Trauma Stabilization,Aluminium,SpinePro,Mumbai WH,29 Apr 2025,In Transit,DTDC,In Stock,25,5,Pending,Approved by store; udi matched,Trailing space preserved,49db83aecb7ad02ecf464379854bcc81
INV/1216,VCH1216,Purchase,2025-04-27,2025-06-26,2025-26,Paid,NEFT,30,291375.0,291375.0,145687.5,27AAACT1234F1Z5,GST,Maharashtra,13875.0,7.5 %,INR,Apex Hospital,Multi-Specialty Hospital,dr. r. kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Thane,Central 1,S. Joshi,Trauma Supplies LLP,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B6333-B,L54759,UDI-300573-B,SN262447,Non-Sterile,17-04-2027,28 Mar 2025,12 PCS,BOX,"25,000.00",30000.00,Fracture Fixation,Stainless Steel,OSM,Ahmedabad WH,29-04-2025,Delivered,Delhivery,Low Stock,25,0,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Name variation retained,c65dba4f2c059192936d2681e5511e67
INV/1217,VCH1217,Purchase,2024-09-02,2024-09-17,2024-25,Partially Paid,Bank Transfer,30,2268.0,2268.0,2268.0,27AAACT1234F1Z5,IGST,Maharashtra,108.0,0.10,₹,ortho care centre,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Pune,West-1,Amit Verma,Ortho Distributors Pvt Ltd,South-1,Spinal Rod,Spinal Implant,Rod,B6500-C,L76676,UDI-405576-B,SN744252,Sterile,19 Feb 2027,04 Jul 2024,1 PCS,PCS,"2,400.00",2760.00,Spine Stabilization,Titanium Alloy,JointMax,Pune WH,03 Sep 2024,In Transit,TCS,In Stock,10,0,Pending,Credit note adjustment for return batch,Trailing space preserved,fc079aff17fca476d7e7bc107ed1d63d
INV/1217,VCH1217,Sales,2024-09-02,2024-09-17,2024-25,Partially Paid,Cheque,15,50400.0,50400.0,50400.0,24BBBCD2345G1Z2,IGST,Maharashtra,5400.0,0.00,₹,Trauma One Pvt Ltd,Trauma Center,Dr A. Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Nagpur,West-1,A. Verma,Ortho Distributors,West-1,Bone Drill Set,Surgical Instrument,Instrument,B5580-C,L11485,UDI-210520-B,SN522381,STERILE,46257,45477,10 PCS,pcs,"4,500.00","5,400.00",Surgical Prep,Steel,OrthoFlex,Pune Main,04-09-2024,Delivered,DTDC,Reserved,20,0,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle	tabbed-remark",Text numeric field,ded158002fa41dadb37cee4d6c5f01d4
INV/1217,VCH1217,Sales,2024-09-02,2024-11-01,2024-25,Partially Paid,NEFT,30,37878.75,37878.75,28409.06,27AAACT1234F1Z5,CGST+SGST,Karnataka,1803.75,2.5,INR,ortho care center,Orthopedic Clinic,dr. p. nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Pune,West,R. Mehta,Ortho Distributors,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B5736-A,L20143,UDI-168220-A,SN655080,Sterile,23-08-2026,04 Jul 2024,2,Pieces,18500,21275.00,Open Reduction,Titanium,SpinePro,Pune WH,45538,Delivered,DTDC,In Stock,20,30,No,Approved by store; udi matched,Trailing space preserved,1fd6bf5ad5ef185277bd67503bee3fab
INV/1217,VCH1217,Purchase,2024-09-02,2024-09-17,2024-25,Pending,Bank Transfer,45,2362.5,2362.5,1771.88,24BBBCD2345G1Z2,CGST/SGST,Karnataka,112.5,10%,INR,Ortho Care Centre,Orthopedic Clinic,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Pune,West-1,Amit Verma,Ortho Distributors Pvt Ltd,Central-1,Locking Plate,Orthopedic Implant,Plate,B9575-C,L80026,UDI-785010-B,SN753998,Sterile,24-02-2026,05-05-2024,2,Box,"1,250.00","₹1,375.00",Open Reduction,Titanium,JointMax,Nagpur WH,45539,Partially Delivered,TCS,Reserved,20,15,Yes,Approved by store; udi matched,Alias master matched,81689f87d773e6af7229cc169c3aaa3b
INV/1218,VCH1218,Sales Return,2024-12-31,2025-03-01,2024-25,Paid,RTGS,45,12768.0,12768.0,12768.0,27AAACT1234F1Z5,GST,Karnataka,1368.0,5,INR,spine and joint institute,Orthopedic Clinic,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Ahmedabad,West,R. Mehta,Trauma Supplies,W1,Locking Plate,Orthopedic Implant,Plate,B9188-C,L70918,UDI-478399-A,SN114272,STERILE,19 Jun 2027,45597,5,PCS,2400,"2,640.00",Open Reduction,Titanium,JointMax,Nagpur WH,03-01-2025,Delivered,Professional Couriers,Reserved,10,3,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle, ref=""INV/1218""",Name variation retained,6007b62f0cc42f5439286ecffa3a770a
INV/1218,VCH1218,Sales,2024-12-31,2025-02-14,2024-25,Partially Paid,Cash,45,40320.0,40320.0,40320.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,4320.0,0%,₹,TRAUMA ONE PVT LTD,Trauma Center,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Nagpur,WEST 1,Sneha Joshi,Trauma Supplies,West-1,Bone Drill Set,Surgical Instrument,Instrument,B8354-A,L88913,UDI-166906-B,SN189878,STERILE,46557,2024/09/02,8 PCS,Box,4500,"₹5,175.00",Surgical Prep,Steel,TraumaFix,Mumbai WH-2,01 Jan 2025,Delivered,Blue Dart,In Stock,25,0,No,Credit note adjustment for return batch,Alias master matched,a0297397c0c5e3d005d785e694b73de8
inv/1218,VCH1218,Purchase,2024-12-31,2025-01-30,2024-25,Adjusted,UPI,15,77700.0,77700.0,58275.0,24BBBCD2345G1Z2,CGST/SGST,Karnataka,3700.0,0,INR,Apex Hospital,Multi-Specialty Hospital,Dr. P. Nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Mumbai,WEST 1,R. Mehta,Ortho Distributors Pvt Ltd,S-1,Knee Prosthesis,Joint Replacement,Prosthesis,B3105-C,L75010,UDI-453507-A,SN258501,Sterile,19 Jun 2027,02-10-2024,4,Box,18500.00,20350.00,Arthroplasty,Cobalt Chrome,JointMax,Mumbai WH,2025/01/01,In Transit,DTDC,In Stock,25,30,Pending,"Revised invoice after doctor change,
please verify branch mapping	tabbed-remark",Unicode NBSP present,d22d87ef014c40d4f17ba0165e41fc36
INV/1218,VCH1218,Purchase,2024-12-31,2025-02-14,2024-25,Pending,cash,60,20192.75,20192.75,15144.56,29CCCDD3456H1Z3,GST,Maharashtra,3080.25,7.5 %,₹,Ortho Care Center,Orthopedic Clinic,Dr A. Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Pune,West,A. Verma,ORTHO DISTRIBUTORS,Central-1,External Fixator,Trauma Fixation,Fixator,B4379-C,L14819,UDI-130332-B,SN209330,Sterile,21-12-2026,01-12-2024,1,PCS,18500,"₹22,200.00",Trauma Stabilization,Aluminium,OSM,Mumbai WH,02 Jan 2025,In Transit,TCS,In Stock,5,0,Pending,Freight included; round-off applied,Trailing space preserved,de13f44454dcee0a14dfdd144ac4f527
INV/1219,VCH1219,Purchase,2025-06-06,2025-08-05,2025-26,Partially Paid,UPI,60,14175.0,14175.0,0.0,29CCCDD3456H1Z3,IGST,Maharashtra,675.0,0 %,₹,Ortho Care Centre,Orthopedic Clinic,DR. R. KULKARNI,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Pune,West-1,S. Joshi,Ortho Distributors Pvt Ltd,CENTRAL 1,Bone Drill Set,Surgical Instrument,Instrument,B2298-B,L77005,UDI-878403-A,SN935289,STERILE,46714,2025/03/08,2,Pieces,"6,750.00","₹7,425.00",Surgical Prep,Steel,SpinePro,Mumbai WH,08-06-2025,In Transit,Delhivery,Reorder,5,3,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Mixed date style,ba29c582ffa30394fbe77cea414e31d2
INV/1219,VCH1219,Receipt,2025-06-06,2025-08-05,2025-26,Paid,Bank Transfer,30,26550.0,26550.0,0.0,29CCCDD3456H1Z3,CGST+SGST,Maharashtra,4050.0,0 %,Rs.,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Surat,West,Rahul Mehta,Ortho Distributors Pvt Ltd,S-1,Bone Drill Set,Surgical Instrument,Instrument,B5559-C,L47156,UDI-829284-C,SN438386,STERILE,2027/11/23,06-02-2025,5,BOX,4500.00,"₹5,400.00",Surgical Prep,Steel,TraumaFix,Mumbai WH-2,06-06-2025,Delivered,Blue Dart,Reorder,25,5,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle	tabbed-remark",Unicode NBSP present,394da7ae626cfec37cb0f03c913a7ad5
INV/1219,VCH1219,Purchase,2025-06-06,2025-07-21,2025-26,Partially Paid,Cheque,15,110448.0,110448.0,110448.0,24BBBCD2345G1Z2,CGST/SGST,Gujarat,16848.0,2.5%,Rs.,city medisurg pvt. ltd.,Multi-Specialty Hospital,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,29LMNOP9012Q1Z3,Surat,WEST 1,A. Verma,ORTHO DISTRIBUTORS,South-1,Bone Drill Set,Surgical Instrument,Instrument,B3816-B,L20087,UDI-152037-B,SN315471,Sterile,2027/05/27,2025/05/07,8,BOX,"₹12,000.00",13200,Surgical Prep,Steel,BoneLock,Pune Main,45816,In Transit,Blue Dart,In Stock,10,15,nan,"Credit note adjustment for return batch
Export note retained as multiline remark",Text numeric field,625b2a0c8b1885a66d77cb3b5aa1a838
INV/1220,VCH1220,Payment,2025-03-19,2025-04-18,2024-25,Adjusted,cash,45,280000.0,280000.0,140000.0,29CCCDD3456H1Z3,IGST,Maharashtra,30000.0,0%,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr. P. Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Mumbai,WEST 1,Rahul Mehta,Ortho Distributors,Central-1,Cancellous Screw,Orthopedic Implant,Screw,B6071-C,L29799,UDI-922460-A,SN809082,STERILE,05 Sep 2027,45675,10,PCS,"25,000.00",30000.00,Fracture Fixation,Stainless Steel,JointMax,Ahmedabad WH,21-03-2025,In Transit,Blue Dart,Reorder,20,20,No,Exported from Tally	with master alias,Text numeric field,bd1c446d8e49605f89125e729e097bdf
